epochNum	subjectID	blockNumSrc	blockNumExp	epochStartSec
376	01-01-0014	240	6	13044.3398
381	01-01-0014	310	7	17087.4102
386	01-01-0014	335	8	17337.4102
391	01-01-0014	358	9	19707.4102
396	01-01-0014	388	10	20387.4102
401	01-01-0016	69	1	10178.9102
406	01-01-0016	96	2	12628.9102
411	01-01-0016	108	3	12748.9102
416	01-01-0016	151	4	15458.9102
421	01-01-0016	157	5	16038.9102
426	01-01-0016	173	6	16198.9102
431	01-01-0016	210	7	19008.9102
436	01-01-0016	219	8	19978.9102
441	01-01-0016	256	9	20778.9102
446	01-01-0016	285	10	21068.9102
451	01-01-0017	153	1	11142.8789
456	01-01-0017	186	2	13862.8789
461	01-01-0017	224	3	14242.8789
466	01-01-0017	241	4	14412.8789
471	01-01-0017	320	5	21352.8789
476	01-01-0017	342	6	21572.8789
481	01-01-0017	362	7	25032.8789
486	01-01-0017	380	8	25612.8789
491	01-01-0017	399	9	25802.8789
496	01-01-0017	411	10	25922.8789
501	01-01-0018	161	1	5319.9102
506	01-01-0018	255	2	6489.9102
511	01-01-0018	309	3	7145.9102
516	01-01-0018	444	4	10769.9102
521	01-01-0018	527	5	13649.9102
526	01-01-0018	610	6	14479.9102
531	01-01-0018	671	7	19129.9102
536	01-01-0018	708	8	19499.9102
541	01-01-0018	762	9	20559.9102
546	01-01-0018	788	10	21019.9102
551	01-01-0019	25	1	5981.2969
556	01-01-0019	34	2	6751.2969
561	01-01-0019	69	3	9653.2969
566	01-01-0019	193	4	13131.2969
571	01-01-0019	205	5	13251.2969
576	01-01-0019	237	6	21641.2969
581	01-01-0019	325	7	22901.2969
586	01-01-0019	345	8	25041.2969
591	01-01-0019	395	9	26901.2969
596	01-01-0019	427	10	27857.2969
601	01-01-0020	2	1	3976.3398
606	01-01-0020	27	2	4426.5195
611	01-01-0020	40	3	4906.5195
616	01-01-0020	101	4	6296.5195
621	01-01-0020	144	5	10536.5195
626	01-01-0020	258	6	14686.5195
631	01-01-0020	279	7	15876.5195
636	01-01-0020	297	8	16056.5195
641	01-01-0020	316	9	17946.5195
646	01-01-0020	356	10	31576.5195
651	01-01-0021	70	1	11813.9531
656	01-01-0021	85	2	11963.9531
661	01-01-0021	99	3	12103.9531
666	01-01-0021	114	4	12453.9531
671	01-01-0021	131	5	12623.9531
676	01-01-0021	180	6	13113.9531
681	01-01-0021	286	7	17673.9531
686	01-01-0021	375	8	18563.9531
691	01-01-0021	403	9	18843.9531
696	01-01-0021	604	10	25313.7617
701	01-01-0022	46	1	1992.9805
706	01-01-0022	88	2	2412.9805
711	01-01-0022	108	3	2612.9805
716	01-01-0022	140	4	2932.9805
721	01-01-0022	158	5	3552.9805
726	01-01-0022	205	6	5232.9805
731	01-01-0022	229	7	8102.9805
736	01-01-0022	266	8	8732.9805
741	01-01-0022	345	9	9952.9805
746	01-01-0022	420	10	10932.9805
751	01-01-0023	27	1	4717.168
756	01-01-0023	230	2	17716.9961
761	01-01-0023	499	3	28212.9961
766	01-01-0024	357	1	16866.9883
771	01-01-0024	369	2	16986.9883
776	01-01-0024	732	3	30856.9883
781	01-01-0025	198	1	8897.9727
786	01-01-0025	222	2	9137.9727
791	01-01-0025	528	3	23527.9727
796	01-01-0026	99	1	5824.5625
801	01-01-0026	351	2	14894.5625
806	01-01-0026	697	3	22856.5625
811	01-01-0027	54	1	6511.9805
816	01-01-0027	145	2	10171.9805
821	01-01-0027	253	3	15851.9805
826	01-01-0028	79	1	4509.6914
831	01-01-0028	546	2	18139.6914
836	01-01-0028	560	3	18279.6914
841	01-01-0029	23	1	7971.4648
846	01-01-0029	96	2	17041.4648
851	01-01-0029	235	3	24151.4648
856	01-01-0030	5	1	2720.918
861	01-01-0030	117	2	10660.918
866	01-01-0030	276	3	16070.918
871	01-01-0031	42	1	2206.4336
876	01-01-0031	176	2	7916.4336
881	01-01-0031	636	3	17306.4336
886	01-01-0032	40	1	5864.7617
891	01-01-0032	217	2	22674.7617
896	01-01-0032	257	3	23274.7617
901	01-01-0033	106	1	12518.8867
906	01-01-0033	203	2	19076.8867
911	01-01-0033	286	3	20602.8867
916	01-01-0035	159	1	7882.9688
921	01-01-0035	173	2	8022.9688
926	01-01-0035	634	3	21462.9688
931	01-01-0036	333	1	9354.9414
936	01-01-0036	570	2	19940.9414
941	01-01-0036	827	3	26444.9414
946	01-01-0037	19	1	6298.0234
951	01-01-0037	23	2	10078.0234
956	01-01-0037	35	3	10198.0234
961	01-01-0038	83	1	3900.9766
966	01-01-0038	780	2	22619.9766
971	01-01-0038	951	3	24329.9766
976	01-01-0040	289	1	16739.9805
981	01-01-0040	309	2	16939.9805
986	01-01-0040	328	3	17329.9805
991	01-01-0041	49	1	2655.9297
996	01-01-0041	270	2	13825.9297
1001	01-01-0041	276	3	14085.9297
1006	01-01-0042	125	1	8052.5703
1011	01-01-0042	172	2	20402.5703
1016	01-01-0042	196	3	20642.5703
1021	01-01-0043	356	1	13377.6836
1026	01-01-0043	499	2	18227.6836
1031	01-01-0043	766	3	27257.6836
1036	01-01-0044	217	1	17401.9219
1041	01-01-0044	530	2	28481.9219
1046	01-01-0044	582	3	30961.9219
1051	01-01-0046	274	1	8072.9531
1056	01-01-0046	556	2	14682.9531
1061	01-01-0046	585	3	15172.9531
1066	01-01-0047	196	1	9639.8828
1071	01-01-0047	311	2	19389.8828
1076	01-01-0047	357	3	21119.8828
1081	01-01-0048	98	1	13725.9297
1086	01-01-0048	126	2	14005.9297
1091	01-01-0048	464	3	24725.9297
1096	01-01-0049	36	1	14786.6172
1101	01-01-0049	53	2	14956.6172
1106	01-01-0049	79	3	15216.6172
1111	01-01-0050	5	1	12215.9453
1116	01-01-0050	94	2	22005.9453
1121	01-01-0050	143	3	25765.9453
1126	01-01-0051	114	1	4165.9961
1131	01-01-0051	167	2	7985.9961
1136	01-01-0051	356	3	18105.9961
1141	01-01-0053	114	1	12310.8789
1146	01-01-0053	275	2	14120.8789
1151	01-01-0053	580	3	30370.8789
1156	01-01-0002	50	1	2981.8789
1161	01-01-0002	203	2	10011.8789
1166	01-01-0002	473	3	22241.8789
1171	01-01-0003	140	1	15200.9688
1176	01-01-0003	230	2	20190.9688
1181	01-01-0003	337	3	23130.9688
1186	01-01-0004	170	1	5045.9219
1191	01-01-0004	394	2	12205.9219
1196	01-01-0004	467	3	14445.9219
1201	01-01-0005	54	1	3149.9102
1206	01-01-0005	105	2	4653.9102
1211	01-01-0005	161	3	5213.9102
1216	01-01-0006	131	1	15128.957
1221	01-01-0006	192	2	19088.957
1226	01-01-0006	212	3	19488.957
1231	01-01-0052	87	1	11813.9609
1236	01-01-0052	129	2	15753.9609
1241	01-01-0052	161	3	19813.9609
1246	01-03-0001	82	1	5276.9063
1251	01-03-0001	268	2	12606.9063
1256	01-03-0001	773	3	27126.9063
1261	01-03-0002	22	1	1728.9063
1266	01-03-0002	522	2	25068.9063
1271	01-03-0002	678	3	29628.9063
1276	01-03-0006	139	1	8166.4727
1281	01-03-0006	307	2	13556.4727
1286	01-03-0006	374	3	14226.4727
1291	01-03-0009	178	1	16247.9453
1296	01-03-0009	210	2	17533.9453
1301	01-03-0009	373	3	26017.9453
1306	01-03-0012	151	1	6957.8945
1311	01-03-0012	329	2	18777.8945
1316	01-03-0012	351	3	18997.8945
1321	01-03-0013	355	1	12190.8477
1326	01-03-0013	588	2	18204.8477
1331	01-03-0013	648	3	19004.8477
1336	01-03-0014	37	1	1761.6289
1341	01-03-0014	361	2	11131.6289
1346	01-03-0014	969	3	27601.6289
1351	01-03-0016	742	1	24788.6172
1356	01-03-0016	865	2	28098.6172
1361	01-03-0016	895	3	28398.6172
1366	01-03-0017	110	1	1669.9219
1371	01-03-0017	308	2	6689.9219
1376	01-03-0017	403	3	10589.9219
1381	01-03-0018	113	1	7414.2656
1386	01-03-0018	576	2	20844.2656
1391	01-03-0018	619	3	24104.2656
1396	01-03-0019	80	1	2707.707
1401	01-03-0019	362	2	13989.707
1406	01-03-0019	489	3	16557.707
1411	01-03-0024	540	1	15508.6094
1416	01-03-0024	597	2	19088.6094
1421	01-03-0024	696	3	20078.6094
1426	01-03-0026	301	1	11241.7773
1431	01-03-0026	636	2	21761.7773
1436	01-03-0026	814	3	25771.7773
1441	01-03-0027	34	1	701.7773
1446	01-03-0027	220	2	5161.7773
1451	01-03-0027	835	3	18095.7773
1456	01-03-0028	293	1	16742.8867
1461	01-03-0028	316	2	17492.8867
1466	01-03-0028	575	3	25312.8867
1471	01-03-0029	554	1	19492.9609
1476	01-03-0029	570	2	19652.9609
1481	01-03-0029	786	3	26272.9609
1486	01-03-0030	57	1	4140.625
1491	01-03-0030	187	2	17840.625
1496	01-03-0030	272	3	23540.625
1501	01-03-0031	23	1	3114.7617
1506	01-03-0031	191	2	8030.7617
1511	01-03-0031	707	3	23250.7617
1516	01-03-0032	163	1	5664.8594
1521	01-03-0032	485	2	15294.8594
1526	01-03-0032	969	3	26234.8594
1531	01-03-0036	369	1	10967.9141
1536	01-03-0036	404	2	11317.9141
1541	01-03-0036	591	3	13187.9141
1546	01-03-0037	26	1	1840.8359
1551	01-03-0037	38	2	2360.8359
1556	01-03-0037	437	3	18170.8359
1561	01-03-0038	47	1	1187.6406
1566	01-03-0038	345	2	16583.6406
1571	01-03-0038	622	3	27010.6914
1576	01-03-0039	359	1	20160.7734
1581	01-03-0039	422	2	21200.7734
1586	01-03-0039	441	3	21506.7734
1591	01-03-0051	98	1	8737.9141
1596	01-03-0051	333	2	17359.9141
1601	01-03-0051	435	3	21459.9141
1606	01-03-0053	481	1	20868.918
1611	01-03-0053	596	2	22538.918
1616	01-03-0053	733	3	29158.918
1621	01-03-0056	226	1	12922.8828
1626	01-03-0056	248	2	13872.8828
1631	01-03-0056	456	3	25762.8828
1636	01-03-0058	58	1	6351.9102
1641	01-03-0058	107	2	7799.9102
1646	01-03-0058	144	3	10809.9102
1651	01-03-0060	257	1	13451.9297
1656	01-03-0060	513	2	23061.9297
1661	01-03-0060	549	3	23421.9297
1666	01-03-0061	71	1	3113.9141
1671	01-03-0061	477	2	11803.9141
1676	01-03-0061	635	3	17383.9141
1681	01-03-0062	406	1	13762.9336
1686	01-03-0062	606	2	18042.9336
1691	01-03-0062	648	3	20292.9336
1696	01-03-0063	7	1	2966
1701	01-03-0063	122	2	12776
1706	01-03-0063	186	3	15276
1711	01-03-0064	72	1	6176.9961
1716	01-03-0064	116	2	7476.9961
1721	01-03-0064	704	3	27866.9961
