eventNum	startSamples	durationSamples	startSec	durationSec	
364	684299	70	6842.99	0.7	
365	684702	108	6847.02	1.08	
366	685650	86	6856.5	0.86	
367	688212	100	6882.12	1	
368	689310	87	6893.1	0.87	
369	689466	52	6894.66	0.52	
370	689819	68	6898.19	0.68	
371	692330	50	6923.3	0.5	
372	700338	67	7003.38	0.67	
373	704070	44	7040.7	0.44	
374	707173	75	7071.73	0.75	
375	713739	56	7137.39	0.56	
376	715767	44	7157.67	0.44	
377	716429	89	7164.29	0.89	
378	721719	56	7217.19	0.56	
379	724412	66	7244.12	0.66	
380	726110	79	7261.1	0.79	
381	726820	43	7268.2	0.43	
382	727918	69	7279.18	0.69	
383	728950	67	7289.5	0.67	
384	729714	91	7297.14	0.91	
385	730181	59	7301.81	0.59	
386	730966	91	7309.66	0.91	
387	731347	72	7313.47	0.72	
388	732243	64	7322.43	0.64	
389	732700	49	7327	0.49	
390	733854	84	7338.54	0.84	
391	736811	60	7368.11	0.6	
392	737253	100	7372.53	1	
393	737888	54	7378.88	0.54	
394	738996	88	7389.96	0.88	
395	741458	81	7414.58	0.81	
396	742011	42	7420.11	0.42	
397	742588	78	7425.88	0.78	
398	743198	76	7431.98	0.76	
399	752134	82	7521.34	0.82	
400	752699	101	7526.99	1.01	
401	754348	64	7543.48	0.64	
402	756472	52	7564.72	0.52	
403	757875	86	7578.75	0.86	
404	761255	64	7612.55	0.64	
405	761795	33	7617.95	0.33	
406	762148	56	7621.48	0.56	
407	763159	80	7631.59	0.8	
408	766050	89	7660.5	0.89	
409	766575	134	7665.75	1.34	
410	767178	102	7671.78	1.02	
411	768493	69	7684.93	0.69	
412	769665	49	7696.65	0.49	
413	770322	33	7703.22	0.33	
414	772202	61	7722.02	0.61	
415	772909	88	7729.09	0.88	
416	773173	48	7731.73	0.48	
417	773373	75	7733.73	0.75	
418	774694	140	7746.94	1.4	
419	775400	69	7754	0.69	
420	776700	101	7767	1.01	
421	777567	76	7775.67	0.76	
422	780208	93	7802.08	0.93	
423	780923	59	7809.23	0.59	
424	781278	93	7812.78	0.93	
425	783653	117	7836.53	1.17	
426	786083	94	7860.83	0.94	
427	786605	91	7866.05	0.91	
428	786972	44	7869.72	0.44	
429	787177	80	7871.77	0.8	
430	787716	78	7877.16	0.78	
431	789172	70	7891.72	0.7	
432	789747	75	7897.47	0.75	
433	790912	91	7909.12	0.91	
434	791808	183	7918.08	1.83	
435	792750	64	7927.5	0.64	
436	793186	169	7931.86	1.69	
437	794345	133	7943.45	1.33	
438	794734	36	7947.34	0.36	
439	796064	74	7960.64	0.74	
440	796717	117	7967.17	1.17	
441	798009	103	7980.09	1.03	
442	798603	101	7986.03	1.01	
443	799181	104	7991.81	1.04	
444	801745	69	8017.45	0.69	
445	802776	50	8027.76	0.5	
446	806018	43	8060.18	0.43	
447	816180	68	8161.8	0.68	
448	824268	64	8242.68	0.64	
449	835596	53	8355.96	0.53	
450	843074	48	8430.74	0.48	
451	843999	57	8439.99	0.57	
452	848445	91	8484.45	0.91	
453	849193	121	8491.93	1.21	
454	850238	92	8502.38	0.92	
455	852964	123	8529.64	1.23	
456	862845	82	8628.45	0.82	
457	863716	48	8637.16	0.48	
458	870040	73	8700.4	0.73	
459	874150	67	8741.5	0.67	
460	877737	54	8777.37	0.54	
461	878004	42	8780.04	0.42	
462	878293	54	8782.93	0.54	
463	879094	44	8790.94	0.44	
464	880116	59	8801.16	0.59	
465	880915	54	8809.15	0.54	
466	883030	84	8830.3	0.84	
467	884880	72	8848.8	0.72	
468	896550	59	8965.5	0.59	
469	902553	67	9025.53	0.67	
470	903320	101	9033.2	1.01	
471	908953	55	9089.53	0.55	
472	911426	42	9114.26	0.42	
473	913669	74	9136.69	0.74	
474	922465	61	9224.65	0.61	
475	929085	92	9290.85	0.92	
476	932218	75	9322.18	0.75	
477	932557	87	9325.57	0.87	
478	933169	55	9331.69	0.55	
479	936132	128	9361.32	1.28	
480	936996	137	9369.96	1.37	
481	937557	130	9375.57	1.3	
482	938231	91	9382.31	0.91	
483	939103	100	9391.03	1	
484	939921	96	9399.21	0.96	
485	940216	59	9402.16	0.59	
486	941386	87	9413.86	0.87	
487	943718	77	9437.18	0.77	
488	946334	123	9463.34	1.23	
489	947306	111	9473.06	1.11	
490	950202	136	9502.02	1.36	
491	950957	143	9509.57	1.43	
492	951382	91	9513.82	0.91	
493	951821	54	9518.21	0.54	
494	952171	133	9521.71	1.33	
495	953479	47	9534.79	0.47	
496	954802	59	9548.02	0.59	
497	959650	106	9596.5	1.06	
498	963430	106	9634.3	1.06	
499	965718	195	9657.18	1.95	
500	973168	65	9731.68	0.65	
501	982963	52	9829.63	0.52	
502	996862	72	9968.62	0.72	
503	1000082	59	10000.82	0.59	
504	1000465	77	10004.65	0.77	
505	1002211	42	10022.11	0.42	
506	1006681	57	10066.81	0.57	
507	1013094	204	10130.94	2.04	
508	1013792	64	10137.92	0.64	
509	1015436	50	10154.36	0.5	
510	1019056	69	10190.56	0.69	
511	1025562	89	10255.62	0.89	
512	1026169	85	10261.69	0.85	
513	1028080	192	10280.8	1.92	
514	1034938	77	10349.38	0.77	
515	1150115	79	11501.15	0.79	
516	1151102	66	11511.02	0.66	
517	1155229	114	11552.29	1.14	
518	1160390	96	11603.9	0.96	
519	1165108	53	11651.08	0.53	
520	1173868	73	11738.68	0.73	
521	1191986	32	11919.86	0.32	
522	1193253	67	11932.53	0.67	
523	1196112	44	11961.12	0.44	
524	1200370	82	12003.7	0.82	
525	1203495	105	12034.95	1.05	
526	1204010	46	12040.1	0.46	
527	1205568	114	12055.68	1.14	
528	1206577	46	12065.77	0.46	
529	1208856	67	12088.56	0.67	
530	1214920	81	12149.2	0.81	
531	1217838	87	12178.38	0.87	
532	1232249	94	12322.49	0.94	
533	1234240	101	12342.4	1.01	
534	1239281	62	12392.81	0.62	
535	1241691	104	12416.91	1.04	
536	1242356	52	12423.56	0.52	
537	1243512	66	12435.12	0.66	
538	1246173	50	12461.73	0.5	
539	1247836	62	12478.36	0.62	
540	1264738	34	12647.38	0.34	
541	1272484	64	12724.84	0.64	
542	1273055	180	12730.55	1.8	
543	1273442	42	12734.42	0.42	
544	1277401	87	12774.01	0.87	
545	1279129	64	12791.29	0.64	
546	1279559	57	12795.59	0.57	
547	1280107	44	12801.07	0.44	
548	1280827	78	12808.27	0.78	
549	1281279	64	12812.79	0.64	
550	1282180	82	12821.8	0.82	
551	1283810	66	12838.1	0.66	
552	1285737	56	12857.37	0.56	
553	1286382	83	12863.82	0.83	
554	1293589	64	12935.89	0.64	
555	1294042	31	12940.42	0.31	
556	1294816	82	12948.16	0.82	
557	1295190	66	12951.9	0.66	
558	1296554	31	12965.54	0.31	
559	1296914	71	12969.14	0.71	
560	1297466	36	12974.66	0.36	
561	1297582	44	12975.82	0.44	
562	1298109	44	12981.09	0.44	
563	1299271	33	12992.71	0.33	
564	1299322	56	12993.22	0.56	
565	1300339	48	13003.39	0.48	
566	1300919	145	13009.19	1.45	
567	1301355	97	13013.55	0.97	
568	1301569	57	13015.69	0.57	
569	1304670	149	13046.7	1.49	
570	1306505	95	13065.05	0.95	
571	1308246	57	13082.46	0.57	
572	1319555	61	13195.55	0.61	
573	1320707	48	13207.07	0.48	
574	1333568	48	13335.68	0.48	
575	1334454	81	13344.54	0.81	
576	1335298	85	13352.98	0.85	
577	1336484	122	13364.84	1.22	
578	1337270	76	13372.7	0.76	
579	1338990	62	13389.9	0.62	
580	1339422	134	13394.22	1.34	
581	1340068	140	13400.68	1.4	
582	1342021	75	13420.21	0.75	
583	1344109	43	13441.09	0.43	
584	1344707	111	13447.07	1.11	
585	1345034	99	13450.34	0.99	
586	1345402	57	13454.02	0.57	
587	1346308	67	13463.08	0.67	
588	1349918	116	13499.18	1.16	
589	1353380	89	13533.8	0.89	
590	1354928	52	13549.28	0.52	
591	1357748	134	13577.48	1.34	
592	1358154	82	13581.54	0.82	
593	1359728	87	13597.28	0.87	
594	1360153	64	13601.53	0.64	
595	1363287	64	13632.87	0.64	
596	1364571	125	13645.71	1.25	
597	1367232	71	13672.32	0.71	
598	1368731	106	13687.31	1.06	
599	1371726	114	13717.26	1.14	
600	1374475	111	13744.75	1.11	
601	1374880	109	13748.8	1.09	
602	1375786	139	13757.86	1.39	
603	1379148	64	13791.48	0.64	
604	1380054	66	13800.54	0.66	
605	1383883	69	13838.83	0.69	
606	1391293	121	13912.93	1.21	
607	1394971	50	13949.71	0.5	
608	1399634	69	13996.34	0.69	
609	1405682	64	14056.82	0.64	
610	1426677	61	14266.77	0.61	
611	1437758	63	14377.58	0.63	
612	1438215	36	14382.15	0.36	
613	1438872	102	14388.72	1.02	
614	1440363	41	14403.63	0.41	
615	1441679	60	14416.79	0.6	
616	1448116	64	14481.16	0.64	
617	1457734	49	14577.34	0.49	
618	1462526	44	14625.26	0.44	
619	1476433	46	14764.33	0.46	
620	1490414	77	14904.14	0.77	
621	1495137	111	14951.37	1.11	
622	1495497	56	14954.97	0.56	
623	1495862	70	14958.62	0.7	
624	1496964	55	14969.64	0.55	
625	1498466	65	14984.66	0.65	
626	1502072	46	15020.72	0.46	
627	1502995	73	15029.95	0.73	
628	1503314	65	15033.14	0.65	
629	1503525	69	15035.25	0.69	
630	1507372	96	15073.72	0.96	
631	1508143	71	15081.43	0.71	
632	1515354	124	15153.54	1.24	
633	1517913	59	15179.13	0.59	
634	1520332	81	15203.32	0.81	
635	1526145	71	15261.45	0.71	
636	1528587	73	15285.87	0.73	
637	1534061	54	15340.61	0.54	
638	1536050	49	15360.5	0.49	
639	1538040	91	15380.4	0.91	
640	1538636	42	15386.36	0.42	
641	1539136	36	15391.36	0.36	
642	1539489	239	15394.89	2.39	
643	1543508	71	15435.08	0.71	
644	1545092	50	15450.92	0.5	
645	1545499	189	15454.99	1.89	
646	1546017	36	15460.17	0.36	
647	1546941	89	15469.41	0.89	
648	1547860	152	15478.6	1.52	
649	1548338	111	15483.38	1.11	
650	1551671	104	15516.71	1.04	
651	1552096	131	15520.96	1.31	
652	1554703	47	15547.03	0.47	
653	1554796	42	15547.96	0.42	
654	1557505	122	15575.05	1.22	
655	1557958	40	15579.58	0.4	
656	1558478	60	15584.78	0.6	
657	1559283	91	15592.83	0.91	
658	1559803	79	15598.03	0.79	
659	1560079	42	15600.79	0.42	
660	1560522	31	15605.22	0.31	
661	1561840	38	15618.4	0.38	
662	1562316	56	15623.16	0.56	
663	1562772	64	15627.72	0.64	
664	1563290	67	15632.9	0.67	
665	1563610	64	15636.1	0.64	
666	1564252	81	15642.52	0.81	
667	1564965	111	15649.65	1.11	
668	1565792	79	15657.92	0.79	
669	1566293	91	15662.93	0.91	
670	1569633	101	15696.33	1.01	
671	1572016	109	15720.16	1.09	
672	1573985	81	15739.85	0.81	
673	1576383	92	15763.83	0.92	
674	1576943	112	15769.43	1.12	
675	1577895	144	15778.95	1.44	
676	1578561	44	15785.61	0.44	
677	1580671	201	15806.71	2.01	
678	1582833	38	15828.33	0.38	
679	1583769	139	15837.69	1.39	
680	1585445	31	15854.45	0.31	
681	1585503	80	15855.03	0.8	
682	1586111	52	15861.11	0.52	
683	1586841	50	15868.41	0.5	
684	1588454	54	15884.54	0.54	
685	1589860	69	15898.6	0.69	
686	1593756	114	15937.56	1.14	
687	1594172	151	15941.72	1.51	
688	1595769	48	15957.69	0.48	
689	1598045	63	15980.45	0.63	
690	1601723	118	16017.23	1.18	
691	1604921	33	16049.21	0.33	
692	1610685	66	16106.85	0.66	
693	1610967	49	16109.67	0.49	
694	1611375	50	16113.75	0.5	
695	1611563	123	16115.63	1.23	
696	1612167	115	16121.67	1.15	
697	1612414	81	16124.14	0.81	
698	1612894	178	16128.94	1.78	
699	1617296	91	16172.96	0.91	
700	1618580	118	16185.8	1.18	
701	1619180	62	16191.8	0.62	
702	1619374	68	16193.74	0.68	
703	1619489	67	16194.89	0.67	
704	1619889	91	16198.89	0.91	
705	1620907	62	16209.07	0.62	
706	1622486	96	16224.86	0.96	
707	1622771	128	16227.71	1.28	
708	1625453	100	16254.53	1	
709	1625982	69	16259.82	0.69	
710	1626706	68	16267.06	0.68	
711	1627649	49	16276.49	0.49	
712	1627732	56	16277.32	0.56	
713	1627926	89	16279.26	0.89	
714	1628813	93	16288.13	0.93	
715	1631437	96	16314.37	0.96	
716	1632328	82	16323.28	0.82	
717	1632559	96	16325.59	0.96	
718	1632992	78	16329.92	0.78	
719	1633860	94	16338.6	0.94	
720	1634453	69	16344.53	0.69	
721	1635043	72	16350.43	0.72	
722	1635468	81	16354.68	0.81	
723	1636051	43	16360.51	0.43	
724	1637047	73	16370.47	0.73	
725	1637432	83	16374.32	0.83	
726	1637679	142	16376.79	1.42	
727	1638471	133	16384.71	1.33	
728	1638729	86	16387.29	0.86	
729	1640145	55	16401.45	0.55	
730	1640462	89	16404.62	0.89	
731	1641787	125	16417.87	1.25	
732	1642543	60	16425.43	0.6	
733	1643318	83	16433.18	0.83	
734	1643754	136	16437.54	1.36	
735	1645646	51	16456.46	0.51	
736	1646315	50	16463.15	0.5	
737	1646896	169	16468.96	1.69	
738	1648201	140	16482.01	1.4	
739	1649999	70	16499.99	0.7	
740	1650935	51	16509.35	0.51	
741	1652802	68	16528.02	0.68	
742	1654949	51	16549.49	0.51	
743	1656502	84	16565.02	0.84	
744	1658488	77	16584.88	0.77	
745	1658845	49	16588.45	0.49	
746	1659601	69	16596.01	0.69	
747	1660736	96	16607.36	0.96	
748	1661670	52	16616.7	0.52	
749	1661972	116	16619.72	1.16	
750	1662524	128	16625.24	1.28	
751	1663605	62	16636.05	0.62	
752	1664989	57	16649.89	0.57	
753	1665956	72	16659.56	0.72	
754	1666449	114	16664.49	1.14	
755	1669088	58	16690.88	0.58	
756	1669555	115	16695.55	1.15	
757	1669791	64	16697.91	0.64	
758	1669940	101	16699.4	1.01	
759	1671807	101	16718.07	1.01	
760	1672678	82	16726.78	0.82	
761	1672966	58	16729.66	0.58	
762	1674150	88	16741.5	0.88	
763	1674618	42	16746.18	0.42	
764	1675203	78	16752.03	0.78	
765	1675640	136	16756.4	1.36	
766	1677391	53	16773.91	0.53	
767	1678235	61	16782.35	0.61	
768	1678595	93	16785.95	0.93	
769	1680694	164	16806.94	1.64	
770	1682202	87	16822.02	0.87	
771	1684786	62	16847.86	0.62	
772	1685497	49	16854.97	0.49	
773	1686098	47	16860.98	0.47	
774	1689278	82	16892.78	0.82	
775	1689810	171	16898.1	1.71	
776	1690295	54	16902.95	0.54	
777	1692818	66	16928.18	0.66	
778	1693181	87	16931.81	0.87	
779	1693838	68	16938.38	0.68	
780	1694814	87	16948.14	0.87	
781	1697050	55	16970.5	0.55	
782	1698140	98	16981.4	0.98	
783	1698734	61	16987.34	0.61	
784	1699883	48	16998.83	0.48	
785	1702215	52	17022.15	0.52	
786	1702578	41	17025.78	0.41	
787	1702796	155	17027.96	1.55	
788	1703568	80	17035.68	0.8	
789	1703913	76	17039.13	0.76	
790	1704366	68	17043.66	0.68	
791	1704479	99	17044.79	0.99	
792	1704959	66	17049.59	0.66	
793	1705238	71	17052.38	0.71	
794	1705720	62	17057.2	0.62	
795	1706118	80	17061.18	0.8	
796	1706704	114	17067.04	1.14	
797	1708729	116	17087.29	1.16	
798	1709613	94	17096.13	0.94	
799	1710115	50	17101.15	0.5	
800	1710279	69	17102.79	0.69	
801	1710512	78	17105.12	0.78	
802	1711029	154	17110.29	1.54	
803	1711634	77	17116.34	0.77	
804	1712123	89	17121.23	0.89	
805	1712948	77	17129.48	0.77	
806	1715343	98	17153.43	0.98	
807	1715716	83	17157.16	0.83	
808	1716190	40	17161.9	0.4	
809	1717443	30	17174.43	0.3	
810	1718100	46	17181	0.46	
811	1718492	104	17184.92	1.04	
