eventNum	startSamples	durationSamples	startSec	durationSec	
102	76019	143	760.19	1.43	
103	76285	116	762.85	1.16	
104	76668	116	766.68	1.16	
105	77064	100	770.64	1	
106	77679	174	776.79	1.74	
107	78203	96	782.03	0.96	
108	79458	71	794.58	0.71	
109	79823	67	798.23	0.67	
110	80372	62	803.72	0.62	
111	80607	90	806.07	0.9	
112	81055	178	810.55	1.78	
113	82105	118	821.05	1.18	
114	82594	164	825.94	1.64	
115	83124	95	831.24	0.95	
116	85086	131	850.86	1.31	
117	85350	214	853.5	2.14	
118	86361	90	863.61	0.9	
119	86801	141	868.01	1.41	
120	87806	102	878.06	1.02	
121	88108	75	881.08	0.75	
122	88409	63	884.09	0.63	
123	89343	73	893.43	0.73	
124	91373	85	913.73	0.85	
125	91674	136	916.74	1.36	
126	92119	180	921.19	1.8	
127	93502	92	935.02	0.92	
128	94351	107	943.51	1.07	
129	94891	42	948.91	0.42	
130	95049	78	950.49	0.78	
131	95275	159	952.75	1.59	
132	95934	224	959.34	2.24	
133	96565	174	965.65	1.74	
134	97045	120	970.45	1.2	
135	97574	70	975.74	0.7	
136	97946	96	979.46	0.96	
137	98357	157	983.57	1.57	
138	98793	205	987.93	2.05	
139	99280	120	992.8	1.2	
140	100691	91	1006.91	0.91	
141	102793	73	1027.93	0.73	
142	103028	64	1030.28	0.64	
143	103706	234	1037.06	2.34	
144	104285	159	1042.85	1.59	
145	104730	143	1047.3	1.43	
146	105538	118	1055.38	1.18	
147	106870	201	1068.7	2.01	
148	107558	124	1075.58	1.24	
149	107707	116	1077.07	1.16	
150	109226	123	1092.26	1.23	
151	109917	98	1099.17	0.98	
152	110476	75	1104.76	0.75	
153	110956	103	1109.56	1.03	
154	112428	67	1124.28	0.67	
155	114425	78	1144.25	0.78	
156	114886	93	1148.86	0.93	
157	115204	55	1152.04	0.55	
158	121476	153	1214.76	1.53	
159	121936	85	1219.36	0.85	
160	123007	84	1230.07	0.84	
161	124451	56	1244.51	0.56	
162	125498	84	1254.98	0.84	
163	126108	65	1261.08	0.65	
164	127594	88	1275.94	0.88	
165	127931	155	1279.31	1.55	
166	128839	45	1288.39	0.45	
167	129507	71	1295.07	0.71	
168	129963	61	1299.63	0.61	
169	130415	153	1304.15	1.53	
170	137003	49	1370.03	0.49	
171	137609	128	1376.09	1.28	
172	140668	77	1406.68	0.77	
173	147681	32	1476.81	0.32	
174	148908	96	1489.08	0.96	
175	149515	104	1495.15	1.04	
176	150028	137	1500.28	1.37	
177	150526	130	1505.26	1.3	
178	151100	134	1511	1.34	
179	151567	136	1515.67	1.36	
180	152095	79	1520.95	0.79	
181	152806	70	1528.06	0.7	
182	153330	247	1533.3	2.47	
183	154804	157	1548.04	1.57	
184	155821	118	1558.21	1.18	
185	156421	131	1564.21	1.31	
186	156983	57	1569.83	0.57	
187	157636	105	1576.36	1.05	
188	158420	147	1584.2	1.47	
189	161595	131	1615.95	1.31	
190	162567	71	1625.67	0.71	
191	163709	126	1637.09	1.26	
192	164101	157	1641.01	1.57	
193	164517	119	1645.17	1.19	
194	165105	162	1651.05	1.62	
195	166068	33	1660.68	0.33	
196	166108	121	1661.08	1.21	
197	166648	96	1666.48	0.96	
198	168262	92	1682.62	0.92	
199	168602	99	1686.02	0.99	
200	168978	80	1689.78	0.8	
201	169794	75	1697.94	0.75	
202	170157	128	1701.57	1.28	
203	170706	156	1707.06	1.56	
204	171267	100	1712.67	1	
205	171717	56	1717.17	0.56	
206	172265	48	1722.65	0.48	
207	173088	84	1730.88	0.84	
208	173719	75	1737.19	0.75	
209	174199	169	1741.99	1.69	
210	174868	34	1748.68	0.34	
211	176014	40	1760.14	0.4	
212	177527	46	1775.27	0.46	
213	177956	76	1779.56	0.76	
214	178770	99	1787.7	0.99	
215	179167	64	1791.67	0.64	
216	181216	125	1812.16	1.25	
217	184673	89	1846.73	0.89	
218	187907	123	1879.07	1.23	
219	188425	108	1884.25	1.08	
220	193195	138	1931.95	1.38	
221	196978	70	1969.78	0.7	
222	199779	82	1997.79	0.82	
223	200441	49	2004.41	0.49	
224	201069	80	2010.69	0.8	
225	201535	53	2015.35	0.53	
226	205569	89	2055.69	0.89	
227	207024	101	2070.24	1.01	
228	207379	86	2073.79	0.86	
229	207768	54	2077.68	0.54	
230	208392	132	2083.92	1.32	
231	211529	117	2115.29	1.17	
232	212085	112	2120.85	1.12	
233	213552	136	2135.52	1.36	
234	214755	73	2147.55	0.73	
235	215686	90	2156.86	0.9	
236	220122	78	2201.22	0.78	
237	220629	115	2206.29	1.15	
238	222048	103	2220.48	1.03	
239	222917	121	2229.17	1.21	
240	224980	82	2249.8	0.82	
241	225418	93	2254.18	0.93	
242	228385	80	2283.85	0.8	
243	228776	82	2287.76	0.82	
244	230739	33	2307.39	0.33	
245	234397	43	2343.97	0.43	
246	235255	51	2352.55	0.51	
247	236178	72	2361.78	0.72	
248	236698	37	2366.98	0.37	
249	241220	54	2412.2	0.54	
250	243460	60	2434.6	0.6	
251	245175	45	2451.75	0.45	
252	251533	51	2515.33	0.51	
253	266473	72	2664.73	0.72	
254	273524	57	2735.24	0.57	
255	282792	42	2827.92	0.42	
256	283216	51	2832.16	0.51	
257	291008	57	2910.08	0.57	
258	303065	57	3030.65	0.57	
259	303434	97	3034.34	0.97	
260	306939	88	3069.39	0.88	
261	307474	59	3074.74	0.59	
262	307775	60	3077.75	0.6	
263	309885	49	3098.85	0.49	
264	320208	39	3202.08	0.39	
265	328940	75	3289.4	0.75	
266	333588	44	3335.88	0.44	
267	334039	63	3340.39	0.63	
268	334524	99	3345.24	0.99	
269	336120	96	3361.2	0.96	
270	338826	82	3388.26	0.82	
271	340935	56	3409.35	0.56	
272	347286	42	3472.86	0.42	
273	350698	40	3506.98	0.4	
274	352513	66	3525.13	0.66	
275	352591	38	3525.91	0.38	
276	356143	82	3561.43	0.82	
277	357650	136	3576.5	1.36	
278	359806	53	3598.06	0.53	
279	360696	96	3606.96	0.96	
280	362019	53	3620.19	0.53	
281	362512	71	3625.12	0.71	
282	370874	82	3708.74	0.82	
283	374427	32	3744.27	0.32	
284	374843	72	3748.43	0.72	
285	376117	71	3761.17	0.71	
286	384232	100	3842.32	1	
287	384678	99	3846.78	0.99	
288	388052	75	3880.52	0.75	
289	389714	116	3897.14	1.16	
290	390096	95	3900.96	0.95	
291	390941	49	3909.41	0.49	
292	391279	136	3912.79	1.36	
293	391783	170	3917.83	1.7	
294	392403	91	3924.03	0.91	
295	395243	96	3952.43	0.96	
296	396514	119	3965.14	1.19	
297	399379	70	3993.79	0.7	
298	399913	68	3999.13	0.68	
299	401674	83	4016.74	0.83	
300	402086	104	4020.86	1.04	
301	405738	123	4057.38	1.23	
302	406214	60	4062.14	0.6	
303	407369	59	4073.69	0.59	
304	407936	56	4079.36	0.56	
305	408600	67	4086	0.67	
306	408831	54	4088.31	0.54	
307	408947	42	4089.47	0.42	
308	409482	73	4094.82	0.73	
309	409763	102	4097.63	1.02	
310	411843	88	4118.43	0.88	
311	412807	121	4128.07	1.21	
312	413491	64	4134.91	0.64	
313	414243	144	4142.43	1.44	
314	415639	58	4156.39	0.58	
315	418713	69	4187.13	0.69	
316	419237	77	4192.37	0.77	
317	419496	97	4194.96	0.97	
318	421357	108	4213.57	1.08	
319	422228	135	4222.28	1.35	
320	425272	127	4252.72	1.27	
321	426125	31	4261.25	0.31	
322	428036	56	4280.36	0.56	
323	428874	63	4288.74	0.63	
324	430343	132	4303.43	1.32	
325	430640	166	4306.4	1.66	
326	430905	32	4309.05	0.32	
327	431538	40	4315.38	0.4	
328	432151	36	4321.51	0.36	
329	432206	34	4322.06	0.34	
330	432559	79	4325.59	0.79	
331	437296	34	4372.96	0.34	
332	438701	54	4387.01	0.54	
333	439561	58	4395.61	0.58	
334	442064	44	4420.64	0.44	
335	442660	51	4426.6	0.51	
336	443449	99	4434.49	0.99	
337	448697	51	4486.97	0.51	
338	450523	64	4505.23	0.64	
339	450691	113	4506.91	1.13	
340	451081	105	4510.81	1.05	
341	452755	42	4527.55	0.42	
342	455047	35	4550.47	0.35	
343	456488	58	4564.88	0.58	
344	457341	118	4573.41	1.18	
345	457952	31	4579.52	0.31	
346	458395	87	4583.95	0.87	
347	458975	127	4589.75	1.27	
348	459713	53	4597.13	0.53	
349	462893	44	4628.93	0.44	
350	464604	118	4646.04	1.18	
351	464888	130	4648.88	1.3	
352	466124	78	4661.24	0.78	
353	466725	101	4667.25	1.01	
354	467304	71	4673.04	0.71	
355	468821	116	4688.21	1.16	
356	469161	96	4691.61	0.96	
357	470058	49	4700.58	0.49	
358	470123	81	4701.23	0.81	
359	470581	79	4705.81	0.79	
360	470939	60	4709.39	0.6	
361	472251	78	4722.51	0.78	
362	472713	73	4727.13	0.73	
363	473180	69	4731.8	0.69	
364	473310	46	4733.1	0.46	
365	473758	164	4737.58	1.64	
366	475179	40	4751.79	0.4	
367	475811	106	4758.11	1.06	
368	476624	80	4766.24	0.8	
369	478320	114	4783.2	1.14	
370	479282	49	4792.82	0.49	
371	479540	72	4795.4	0.72	
372	481486	67	4814.86	0.67	
373	482960	82	4829.6	0.82	
374	484079	52	4840.79	0.52	
375	484854	112	4848.54	1.12	
376	485370	165	4853.7	1.65	
377	487118	89	4871.18	0.89	
378	487570	101	4875.7	1.01	
379	488545	153	4885.45	1.53	
380	490045	47	4900.45	0.47	
381	490863	162	4908.63	1.62	
382	493049	53	4930.49	0.53	
383	493715	72	4937.15	0.72	
384	494145	97	4941.45	0.97	
385	494372	69	4943.72	0.69	
386	495100	94	4951	0.94	
387	495205	70	4952.05	0.7	
388	497021	92	4970.21	0.92	
389	498232	77	4982.32	0.77	
390	499506	101	4995.06	1.01	
391	500744	63	5007.44	0.63	
392	502658	93	5026.58	0.93	
393	502791	82	5027.91	0.82	
394	503502	38	5035.02	0.38	
395	504303	100	5043.03	1	
396	506047	60	5060.47	0.6	
397	506130	90	5061.3	0.9	
398	506242	39	5062.42	0.39	
399	506756	83	5067.56	0.83	
400	508419	113	5084.19	1.13	
401	508934	145	5089.34	1.45	
402	509244	115	5092.44	1.15	
403	509866	114	5098.66	1.14	
404	510807	113	5108.07	1.13	
405	511315	131	5113.15	1.31	
406	512206	97	5122.06	0.97	
407	512827	109	5128.27	1.09	
408	513154	108	5131.54	1.08	
409	513622	84	5136.22	0.84	
410	515144	133	5151.44	1.33	
411	515843	125	5158.43	1.25	
412	518263	72	5182.63	0.72	
413	518589	92	5185.89	0.92	
414	519241	70	5192.41	0.7	
415	520064	48	5200.64	0.48	
416	522648	130	5226.48	1.3	
417	523053	180	5230.53	1.8	
418	524248	96	5242.48	0.96	
419	526556	39	5265.56	0.39	
420	530723	76	5307.23	0.76	
421	530817	35	5308.17	0.35	
422	533086	65	5330.86	0.65	
423	533644	76	5336.44	0.76	
424	534337	34	5343.37	0.34	
425	534824	77	5348.24	0.77	
426	535189	137	5351.89	1.37	
427	536032	112	5360.32	1.12	
428	536668	50	5366.68	0.5	
429	537857	219	5378.57	2.19	
430	538794	68	5387.94	0.68	
431	539413	111	5394.13	1.11	
432	540134	52	5401.34	0.52	
433	541924	54	5419.24	0.54	
434	542586	143	5425.86	1.43	
435	543801	89	5438.01	0.89	
436	544895	33	5448.95	0.33	
437	545431	137	5454.31	1.37	
438	546484	73	5464.84	0.73	
439	547587	84	5475.87	0.84	
440	548306	60	5483.06	0.6	
441	552111	169	5521.11	1.69	
442	552423	49	5524.23	0.49	
443	552835	138	5528.35	1.38	
444	553964	49	5539.64	0.49	
445	554938	126	5549.38	1.26	
446	555315	83	5553.15	0.83	
447	556097	69	5560.97	0.69	
448	556487	148	5564.87	1.48	
449	557596	154	5575.96	1.54	
450	558099	105	5580.99	1.05	
451	558750	182	5587.5	1.82	
452	559436	128	5594.36	1.28	
453	560183	32	5601.83	0.32	
454	564242	49	5642.42	0.49	
455	564495	61	5644.95	0.61	
456	565775	182	5657.75	1.82	
457	565985	188	5659.85	1.88	
458	566807	87	5668.07	0.87	
459	567520	117	5675.2	1.17	
460	567884	130	5678.84	1.3	
461	568307	182	5683.07	1.82	
462	568802	102	5688.02	1.02	
463	570051	98	5700.51	0.98	
464	570437	80	5704.37	0.8	
465	570987	109	5709.87	1.09	
466	571591	85	5715.91	0.85	
467	571940	98	5719.4	0.98	
468	573300	116	5733	1.16	
469	573518	69	5735.18	0.69	
470	574691	162	5746.91	1.62	
471	575914	57	5759.14	0.57	
472	580654	44	5806.54	0.44	
473	583091	75	5830.91	0.75	
474	587426	48	5874.26	0.48	
475	587840	72	5878.4	0.72	
476	589277	51	5892.77	0.51	
477	590268	46	5902.68	0.46	
478	590672	54	5906.72	0.54	
479	591617	48	5916.17	0.48	
480	592214	76	5922.14	0.76	
481	592646	49	5926.46	0.49	
482	593981	35	5939.81	0.35	
483	596657	44	5966.57	0.44	
484	599910	90	5999.1	0.9	
485	602453	58	6024.53	0.58	
486	603598	98	6035.98	0.98	
487	604291	83	6042.91	0.83	
488	606663	50	6066.63	0.5	
489	607699	63	6076.99	0.63	
490	608995	70	6089.95	0.7	
491	610673	49	6106.73	0.49	
492	611731	42	6117.31	0.42	
493	613197	65	6131.97	0.65	
494	614058	71	6140.58	0.71	
495	614715	78	6147.15	0.78	
496	616436	106	6164.36	1.06	
497	617488	102	6174.88	1.02	
498	618278	103	6182.78	1.03	
499	619367	76	6193.67	0.76	
500	619716	49	6197.16	0.49	
501	620364	134	6203.64	1.34	
502	620586	118	6205.86	1.18	
503	621302	109	6213.02	1.09	
504	625173	81	6251.73	0.81	
505	626808	92	6268.08	0.92	
506	627424	98	6274.24	0.98	
507	629297	85	6292.97	0.85	
508	630025	63	6300.25	0.63	
509	633484	82	6334.84	0.82	
510	633716	67	6337.16	0.67	
511	634213	92	6342.13	0.92	
512	634694	83	6346.94	0.83	
513	635200	100	6352	1	
514	636128	163	6361.28	1.63	
515	636503	56	6365.03	0.56	
516	636884	69	6368.84	0.69	
517	638015	54	6380.15	0.54	
518	638505	120	6385.05	1.2	
519	638729	31	6387.29	0.31	
520	638814	40	6388.14	0.4	
521	639376	80	6393.76	0.8	
522	639831	201	6398.31	2.01	
523	641147	40	6411.47	0.4	
524	642103	98	6421.03	0.98	
525	644470	50	6444.7	0.5	
526	646212	75	6462.12	0.75	
527	647399	65	6473.99	0.65	
528	648517	138	6485.17	1.38	
529	649464	94	6494.64	0.94	
530	651551	86	6515.51	0.86	
531	653099	81	6530.99	0.81	
532	655456	56	6554.56	0.56	
533	655561	64	6555.61	0.64	
534	656423	95	6564.23	0.95	
535	657620	40	6576.2	0.4	
536	657772	106	6577.72	1.06	
537	658755	54	6587.55	0.54	
538	658988	42	6589.88	0.42	
539	659306	54	6593.06	0.54	
540	660125	138	6601.25	1.38	
541	662164	44	6621.64	0.44	
542	662703	78	6627.03	0.78	
543	665187	78	6651.87	0.78	
544	667137	81	6671.37	0.81	
545	671406	42	6714.06	0.42	
546	672739	84	6727.39	0.84	
547	673624	60	6736.24	0.6	
548	676295	50	6762.95	0.5	
549	677559	38	6775.59	0.38	
550	677796	60	6777.96	0.6	
551	680921	69	6809.21	0.69	
552	683164	49	6831.64	0.49	
553	683676	55	6836.76	0.55	
554	683990	67	6839.9	0.67	
555	684312	63	6843.12	0.63	
556	684713	99	6847.13	0.99	
557	685138	44	6851.38	0.44	
558	685651	87	6856.51	0.87	
559	688229	97	6882.29	0.97	
560	688818	65	6888.18	0.65	
561	689304	92	6893.04	0.92	
562	689465	64	6894.65	0.64	
563	692106	191	6921.06	1.91	
564	692346	42	6923.46	0.42	
565	692452	50	6924.52	0.5	
566	694304	60	6943.04	0.6	
567	700303	163	7003.03	1.63	
568	700710	77	7007.1	0.77	
569	701210	47	7012.1	0.47	
570	701779	60	7017.79	0.6	
571	704086	39	7040.86	0.39	
572	707186	36	7071.86	0.36	
573	710743	68	7107.43	0.68	
574	711312	60	7113.12	0.6	
575	713719	91	7137.19	0.91	
576	714101	30	7141.01	0.3	
577	714564	39	7145.64	0.39	
578	715773	48	7157.73	0.48	
579	716426	102	7164.26	1.02	
580	721724	81	7217.24	0.81	
581	724406	130	7244.06	1.3	
582	725344	58	7253.44	0.58	
583	726114	87	7261.14	0.87	
584	726814	79	7268.14	0.79	
585	727915	84	7279.15	0.84	
586	728940	158	7289.4	1.58	
587	729712	102	7297.12	1.02	
588	730178	194	7301.78	1.94	
589	730962	101	7309.62	1.01	
590	731343	96	7313.43	0.96	
591	732246	68	7322.46	0.68	
592	732682	76	7326.82	0.76	
593	733425	90	7334.25	0.9	
594	733849	96	7338.49	0.96	
595	736796	82	7367.96	0.82	
596	737262	92	7372.62	0.92	
597	737874	68	7378.74	0.68	
598	739878	35	7398.78	0.35	
599	741454	79	7414.54	0.79	
600	742012	51	7420.12	0.51	
601	742624	59	7426.24	0.59	
602	743203	74	7432.03	0.74	
603	745815	45	7458.15	0.45	
604	752131	102	7521.31	1.02	
605	752701	120	7527.01	1.2	
606	757865	206	7578.65	2.06	
607	761264	72	7612.64	0.72	
608	761772	75	7617.72	0.75	
609	763168	72	7631.68	0.72	
610	764479	40	7644.79	0.4	
611	766043	98	7660.43	0.98	
612	766592	133	7665.92	1.33	
613	767143	153	7671.43	1.53	
614	768487	96	7684.87	0.96	
615	769656	61	7696.56	0.61	
616	772181	94	7721.81	0.94	
617	772917	96	7729.17	0.96	
618	773169	49	7731.69	0.49	
619	773375	78	7733.75	0.78	
620	774700	132	7747	1.32	
621	775384	94	7753.84	0.94	
622	776058	35	7760.58	0.35	
623	776706	98	7767.06	0.98	
624	777562	65	7775.62	0.65	
625	780213	96	7802.13	0.96	
626	780921	60	7809.21	0.6	
627	781281	122	7812.81	1.22	
628	783669	73	7836.69	0.73	
629	785561	112	7855.61	1.12	
630	786084	99	7860.84	0.99	
631	786645	65	7866.45	0.65	
632	786968	41	7869.68	0.41	
633	787178	77	7871.78	0.77	
634	787718	247	7877.18	2.47	
635	789176	95	7891.76	0.95	
636	789761	67	7897.61	0.67	
637	790907	105	7909.07	1.05	
638	791819	148	7918.19	1.48	
639	792755	72	7927.55	0.72	
640	793194	151	7931.94	1.51	
641	794361	122	7943.61	1.22	
642	794732	98	7947.32	0.98	
643	795092	136	7950.92	1.36	
644	796061	84	7960.61	0.84	
645	796706	133	7967.06	1.33	
646	798017	106	7980.17	1.06	
647	798602	179	7986.02	1.79	
648	799175	122	7991.75	1.22	
649	799766	120	7997.66	1.2	
650	800225	119	8002.25	1.19	
651	802706	124	8027.06	1.24	
652	806021	49	8060.21	0.49	
653	809321	32	8093.21	0.32	
654	811147	51	8111.47	0.51	
655	815247	63	8152.47	0.63	
656	816185	74	8161.85	0.74	
657	816674	32	8166.74	0.32	
658	834215	67	8342.15	0.67	
659	835603	57	8356.03	0.57	
660	843044	40	8430.44	0.4	
661	848448	91	8484.48	0.91	
662	849228	59	8492.28	0.59	
663	850225	61	8502.25	0.61	
664	852946	144	8529.46	1.44	
665	855961	67	8559.61	0.67	
666	857923	82	8579.23	0.82	
667	862856	62	8628.56	0.62	
668	863721	48	8637.21	0.48	
669	869174	54	8691.74	0.54	
670	870043	80	8700.43	0.8	
671	874084	137	8740.84	1.37	
672	877333	51	8773.33	0.51	
673	877740	67	8777.4	0.67	
674	878007	47	8780.07	0.47	
675	878290	74	8782.9	0.74	
676	879094	74	8790.94	0.74	
677	880121	69	8801.21	0.69	
678	880919	54	8809.19	0.54	
679	883002	108	8830.02	1.08	
680	884884	93	8848.84	0.93	
681	886423	102	8864.23	1.02	
682	889880	33	8898.8	0.33	
683	890394	45	8903.94	0.45	
684	896183	76	8961.83	0.76	
685	896552	78	8965.52	0.78	
686	902553	78	9025.53	0.78	
687	903319	111	9033.19	1.11	
688	903804	82	9038.04	0.82	
689	907754	72	9077.54	0.72	
690	908949	67	9089.49	0.67	
691	909895	60	9098.95	0.6	
692	911438	38	9114.38	0.38	
693	914844	61	9148.44	0.61	
694	917052	75	9170.52	0.75	
695	922479	53	9224.79	0.53	
696	929083	139	9290.83	1.39	
697	932225	59	9322.25	0.59	
698	932545	48	9325.45	0.48	
699	933184	41	9331.84	0.41	
700	936090	197	9360.9	1.97	
701	936953	182	9369.53	1.82	
702	937578	128	9375.78	1.28	
703	938265	64	9382.65	0.64	
704	939113	91	9391.13	0.91	
705	939925	113	9399.25	1.13	
706	940224	65	9402.24	0.65	
707	942824	120	9428.24	1.2	
708	945696	92	9456.96	0.92	
709	946331	127	9463.31	1.27	
710	947309	126	9473.09	1.26	
711	948834	74	9488.34	0.74	
712	950179	176	9501.79	1.76	
713	950923	189	9509.23	1.89	
714	951371	109	9513.71	1.09	
715	951812	141	9518.12	1.41	
716	952148	168	9521.48	1.68	
717	954797	94	9547.97	0.94	
718	956926	158	9569.26	1.58	
719	959260	46	9592.6	0.46	
720	959645	131	9596.45	1.31	
721	963432	160	9634.32	1.6	
722	965716	210	9657.16	2.1	
723	971823	42	9718.23	0.42	
724	973175	70	9731.75	0.7	
725	976083	61	9760.83	0.61	
726	978016	69	9780.16	0.69	
727	982968	53	9829.68	0.53	
728	983864	136	9838.64	1.36	
729	987044	94	9870.44	0.94	
730	992566	42	9925.66	0.42	
731	993633	39	9936.33	0.39	
732	996840	111	9968.4	1.11	
733	997520	32	9975.2	0.32	
734	1000094	62	10000.94	0.62	
735	1000463	79	10004.63	0.79	
736	1001215	94	10012.15	0.94	
737	1002212	68	10022.12	0.68	
738	1002664	150	10026.64	1.5	
739	1003621	156	10036.21	1.56	
740	1005357	75	10053.57	0.75	
741	1006637	126	10066.37	1.26	
742	1007542	46	10075.42	0.46	
743	1010300	58	10103	0.58	
744	1010744	40	10107.44	0.4	
745	1011521	45	10115.21	0.45	
746	1013784	85	10137.84	0.85	
747	1019051	88	10190.51	0.88	
748	1019824	118	10198.24	1.18	
749	1021513	61	10215.13	0.61	
750	1026157	78	10261.57	0.78	
751	1028092	136	10280.92	1.36	
752	1032607	86	10326.07	0.86	
753	1035474	163	10354.74	1.63	
754	1035927	120	10359.27	1.2	
755	1041984	117	10419.84	1.17	
756	1043372	107	10433.72	1.07	
757	1043835	114	10438.35	1.14	
758	1044501	83	10445.01	0.83	
759	1045141	90	10451.41	0.9	
760	1047642	205	10476.42	2.05	
761	1048272	174	10482.72	1.74	
762	1048763	118	10487.63	1.18	
763	1049221	63	10492.21	0.63	
764	1050142	37	10501.42	0.37	
765	1051099	66	10510.99	0.66	
766	1052292	100	10522.92	1	
767	1052980	111	10529.8	1.11	
768	1053257	91	10532.57	0.91	
769	1053863	82	10538.63	0.82	
770	1054725	105	10547.25	1.05	
771	1055074	95	10550.74	0.95	
772	1055763	56	10557.63	0.56	
773	1055956	39	10559.56	0.39	
774	1056540	112	10565.4	1.12	
775	1058588	99	10585.88	0.99	
776	1059027	100	10590.27	1	
777	1063183	46	10631.83	0.46	
778	1067031	40	10670.31	0.4	
779	1070647	97	10706.47	0.97	
780	1070790	151	10707.9	1.51	
781	1073446	95	10734.46	0.95	
782	1074519	127	10745.19	1.27	
783	1075328	103	10753.28	1.03	
784	1075654	76	10756.54	0.76	
785	1075899	93	10758.99	0.93	
786	1078009	115	10780.09	1.15	
787	1078325	112	10783.25	1.12	
788	1078783	75	10787.83	0.75	
789	1078904	113	10789.04	1.13	
790	1080372	64	10803.72	0.64	
791	1084048	40	10840.48	0.4	
792	1084295	99	10842.95	0.99	
793	1084707	111	10847.07	1.11	
794	1084847	148	10848.47	1.48	
795	1085248	68	10852.48	0.68	
796	1085571	85	10855.71	0.85	
797	1085969	103	10859.69	1.03	
798	1086646	116	10866.46	1.16	
799	1087002	94	10870.02	0.94	
800	1090485	39	10904.85	0.39	
801	1094070	44	10940.7	0.44	
802	1095787	75	10957.87	0.75	
803	1096033	127	10960.33	1.27	
804	1096518	59	10965.18	0.59	
805	1096956	93	10969.56	0.93	
806	1097752	42	10977.52	0.42	
807	1098796	56	10987.96	0.56	
808	1102866	87	11028.66	0.87	
809	1110724	129	11107.24	1.29	
810	1112109	93	11121.09	0.93	
811	1113724	104	11137.24	1.04	
812	1121422	56	11214.22	0.56	
813	1131947	57	11319.47	0.57	
814	1133109	64	11331.09	0.64	
815	1134535	61	11345.35	0.61	
816	1136452	86	11364.52	0.86	
817	1137367	52	11373.67	0.52	
818	1144146	81	11441.46	0.81	
819	1147261	60	11472.61	0.6	
820	1148197	54	11481.97	0.54	
821	1150109	92	11501.09	0.92	
822	1151101	95	11511.01	0.95	
823	1151885	53	11518.85	0.53	
824	1155242	110	11552.42	1.1	
